rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,period_err1,period_err2,impact_parameter,impact_parameter_err1,impact_parameter_err2,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,radius,radius_prad_err1,radiusprad_err2,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_eff_temp_err1,stellar_eff_temp_err2,stellar_surf_grav,stellar_surf_grav_err1,stellar_surf_grav_err2,stellar_metal,stellar_metal_err1,stellar_metal_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,stellar_mass,stellar_mass_err1,stellar_mass_err2,ra,dec,disposition_num
5247,9896558,K01718.02,Kepler-937 c,CONFIRMED,CANDIDATE,153.348739,0.00491,-0.00491,0.261,0.196,-0.261,12.205,0.621,-0.621,388.0,35.1,-35.1,2.14,0.64,-0.34,0.5545,89.84,377.0,5.1499195,10.015179,12.7,7.0,0.5695,6127.0,192.0,-213.0,4.356,0.128,-0.192,-0.3,0.3,-0.3,1.08,0.32,-0.172,0.964,0.142,-0.106,294.16882,46.714611,1
5248,7697103,K03430.01,,CANDIDATE,CANDIDATE,13.9248005,0.00018,-0.00018,0.021,0.426,-0.021,5.016,0.281,-0.281,195.0,20.2,-20.2,0.9,0.11,-0.06,0.1013,89.94,588.0,3.7622914,8.755331,11.2,99.0,0.0333,5271.0,141.0,-157.0,4.669,0.028,-0.083,-0.66,0.3,-0.3,0.648,0.085,-0.042,0.718,0.063,-0.063,296.38269,43.386589,1
5249,9267996,K03431.01,,CANDIDATE,CANDIDATE,19.6001405,0.000238,-0.000238,0.971,0.027,-0.685,8.613,0.318,-0.318,282.0,15.0,-15.0,2.08,0.59,-0.2,0.1432,79.91,676.0,4.6736383,18.733833,19.7,68.0,0.8217,6003.0,161.0,-179.0,4.507,0.048,-0.192,-0.14,0.3,-0.3,0.932,0.265,-0.088,1.019,0.118,-0.131,285.22256,45.70874,1
5250,7045605,K07808.01,,FALSE POSITIVE,FALSE POSITIVE,361.526458,0.00816,-0.00816,0.971,0.01,-0.674,6.947,0.633,-0.633,525.0,46.5,-46.5,5.7,1.71,-1.4,1.1533,89.58,410.0,7.016062,10.050466,14.0,4.0,0.0293,7196.0,230.0,-316.0,4.064,0.17,-0.17,-0.04,0.25,-0.35,1.923,0.576,-0.471,1.562,0.212,-0.259,295.23029,42.516079,0
5251,8738775,K03432.01,Kepler-1498 b,CONFIRMED,CANDIDATE,48.0506878,0.000997,-0.000997,0.186,0.267,-0.186,7.999,0.45,-0.45,275.0,21.4,-21.4,2.36,0.42,-0.78,0.2528,89.77,564.0,4.6964445,13.686489,15.1,28.0,0.4305,5332.0,95.0,-63.0,4.083,0.338,-0.113,0.18,0.2,-0.1,1.453,0.26,-0.483,0.932,0.051,-0.057,284.77811,44.916779,1
5252,7093401,K03433.01,,CANDIDATE,CANDIDATE,34.08429351,5.82e-05,-5.82e-05,1.28,32.01,-1.095,1.3521,0.0777,-0.0777,3750.0,157.0,-157.0,36.05,10.8,-4.96,0.1935,89.16,506.0,8.657548,29.085423,28.7,31.0,0.4898,5252.0,174.0,-158.0,4.428,0.143,-0.287,0.1,0.25,-0.25,0.922,0.276,-0.127,0.83,0.098,-0.066,282.34613,42.60891,1
5253,7877818,K03816.01,,FALSE POSITIVE,FALSE POSITIVE,9.44942628,2.08e-05,-2.08e-05,1.217,10.07,-0.156,6.3064,0.091,-0.091,1210.0,17.2,-17.2,75.22,27.8,-51.6,0.0947,71.61,1192.0,16.724724,73.392555,81.1,144.0,0.9893,5092.0,168.0,-137.0,3.689,0.848,-0.283,0.02,0.25,-0.25,2.664,0.984,-1.827,1.265,0.177,-0.414,286.28629,43.615978,0
5254,5636642,K03817.01,,FALSE POSITIVE,FALSE POSITIVE,0.933489066,2.51e-07,-2.51e-07,1.243,0.438,-0.161,1.41864,0.0066,-0.0066,14300.0,47.3,-47.3,48.01,13.3,-10.9,0.0178,69.51,1979.0,24.519619,343.63428,374.5,662.0,0.9946,5758.0,172.0,-189.0,4.307,0.2,-0.2,-0.24,0.3,-0.3,1.084,0.301,-0.246,0.869,0.13,-0.08,296.33084,40.896259,0
5255,6515722,K03818.01,,FALSE POSITIVE,FALSE POSITIVE,1.908525084,8.06e-06,-8.06e-06,0.015,0.441,-0.015,4.169,0.102,-0.102,219.0,9.3,-9.3,3.74,1.22,-1.22,0.0397,89.75,3191.0,4.4215064,14.754033,26.9,532.0,0.5357,9174.0,286.0,-430.0,4.013,0.215,-0.176,0.07,0.15,-0.7,2.471,0.809,-0.809,2.294,0.361,-0.67,289.73917,41.965271,0
5256,6679504,K07788.01,,FALSE POSITIVE,FALSE POSITIVE,0.798467681,2.25e-06,-2.25e-06,0.331,1.603,-0.331,0.86,0.179,-0.179,121.0,16.8,-16.8,0.82,0.12,-0.08,0.015,87.21,1718.0,4.0292263,7.3205924,9.4,1630.0,0.7849,5575.0,183.0,-166.0,4.557,0.081,-0.09,-0.78,0.3,-0.3,0.733,0.104,-0.076,0.706,0.084,-0.039,288.00983,42.14996,0
5257,5560831,K03819.01,,FALSE POSITIVE,FALSE POSITIVE,0.867721348,3.57e-07,-3.57e-07,0.987,0.015,-0.015,4.8783,0.0225,-0.0225,97700.0,220.0,-220.0,67.0,20.2,-20.2,0.0173,59.04,2089.0,260.19153,2868.123,587.9,897.0,-1.0,5510.0,200.0,-166.0,4.186,0.294,-0.196,0.08,0.25,-0.25,1.276,0.384,-0.384,0.911,0.113,-0.075,298.49457,40.731586,0
5258,5305404,K03820.01,,FALSE POSITIVE,FALSE POSITIVE,161.252567,0.00133,-0.00133,0.869,0.01,-0.015,23.626,0.357,-0.357,2910.0,36.2,-36.2,5.04,1.38,-0.36,0.56,88.41,318.0,57.704956,82.23204,94.7,7.0,0.723,5985.0,161.0,-179.0,4.574,0.033,-0.187,-0.5,0.3,-0.3,0.811,0.222,-0.059,0.91,0.089,-0.108,298.93143,40.404911,0
5259,3728432,K03893.01,Kepler-1526 b,CONFIRMED,CANDIDATE,3.90863457,7.25e-06,-7.25e-06,0.111,0.335,-0.111,1.7704,0.0508,-0.0508,867.0,27.7,-27.7,1.86,0.13,-0.18,0.0418,89.63,787.0,4.901732,31.945244,36.6,342.0,0.242,4518.0,121.0,-134.0,4.613,0.052,-0.024,-0.24,0.3,-0.3,0.653,0.046,-0.063,0.639,0.07,-0.051,285.11969,38.866421,1
5260,6696580,K02092.03,Kepler-359 d,CONFIRMED,CANDIDATE,77.086191,0.00135,-0.00135,1.227,69.9,-2.409,4.77,0.473,-0.473,943.0,86.9,-86.9,29.77,8.88,-3.8,0.367,88.0,464.0,5.196095,11.563074,12.9,16.0,0.9944,6228.0,196.0,-261.0,4.441,0.065,-0.195,-0.08,0.25,-0.3,1.049,0.313,-0.134,1.107,0.159,-0.145,293.29364,42.19635,1
5261,5473535,K03894.01,,FALSE POSITIVE,FALSE POSITIVE,1.673662758,3.8e-06,-3.8e-06,1.186,6.5,-0.139,2.3135,0.0984,-0.0984,316.0,11.4,-11.4,23.42,7.39,-2.47,0.0285,43.69,1729.0,3.7891088,30.03405,33.4,802.0,0.764,6444.0,155.0,-222.0,4.433,0.065,-0.195,-0.3,0.25,-0.3,1.053,0.332,-0.111,1.094,0.152,-0.137,298.14502,40.69809,0
5263,6222898,K03896.01,,FALSE POSITIVE,FALSE POSITIVE,3.89043062,5.66e-05,-5.66e-05,0.025,0.442,-0.025,6.596,0.43,-0.43,195.0,16.1,-16.1,1.24,0.32,-0.17,0.0454,89.68,1106.0,6.2495623,17.739975,14.4,175.0,0.6692,5646.0,169.0,-169.0,4.449,0.112,-0.168,-0.3,0.3,-0.3,0.896,0.231,-0.124,0.825,0.117,-0.068,296.71689,41.504978,0
5265,11200767,K03667.01,,FALSE POSITIVE,FALSE POSITIVE,2.489549075,1.05e-06,-1.05e-06,1.33,0.355,-0.274,2.4345,0.0204,-0.0204,2830.0,22.7,-22.7,59.57,15.9,-17.7,0.0359,66.89,1708.0,56.68053,396.29745,160.6,545.0,0.0,6184.0,169.0,-206.0,4.138,0.293,-0.158,-0.36,0.3,-0.3,1.406,0.375,-0.417,0.991,0.147,-0.12,296.4747,48.85371,0
5266,9892816,K01955.03,Kepler-342 e,CONFIRMED,CANDIDATE,1.644221032,5.95e-06,-5.95e-06,0.942,0.014,-0.648,2.9122,0.0778,-0.0778,47.8,2.2,-2.2,1.18,0.19,-0.16,0.0293,58.94,1897.0,3.8581078,17.542873,24.1,752.0,0.9,6297.0,113.0,-126.0,4.26,0.09,-0.11,0.14,0.15,-0.2,1.369,0.228,-0.187,1.247,0.091,-0.111,292.67807,46.726711,1
5267,8589731,K03668.01,,FALSE POSITIVE,FALSE POSITIVE,4.469731089,2.32e-06,-2.32e-06,1.268,0.09,-0.079,5.257,0.0218,-0.0218,3160.0,13.5,-13.5,84.63,20.1,-46.8,0.0574,64.86,1614.0,105.321655,503.56778,286.7,303.0,0.3956,5758.0,173.0,-156.0,3.808,0.568,-0.142,-0.06,0.3,-0.25,2.318,0.55,-1.283,1.258,0.139,-0.325,300.78256,44.65501,0
5268,4356766,K03669.01,,FALSE POSITIVE,FALSE POSITIVE,1.731803197,1.52e-06,-1.52e-06,0.63,0.011,-0.016,5.6803,0.0442,-0.0442,44600.0,252.0,-252.0,22.87,6.42,-2.76,0.0285,75.66,1526.0,617.3291,3001.4485,221.1,656.0,-1.0,5761.0,180.0,-200.0,4.426,0.084,-0.196,0.18,0.2,-0.3,1.029,0.289,-0.124,1.031,0.122,-0.122,289.25427,39.409729,0
5269,2167890,K03670.01,,FALSE POSITIVE,FALSE POSITIVE,2.64830047,2.68e-06,-2.68e-06,0.873,0.232,-0.083,2.6395,0.0834,-0.0834,12700.0,270.0,-270.0,126.54,20.8,-38.6,0.0457,80.89,3042.0,76.39711,480.2866,79.8,111.0,0.9161,4839.0,50.0,-86.0,2.761,0.188,-0.101,-0.04,0.1,-0.15,9.278,1.524,-2.831,1.808,0.273,-0.682,293.09363,37.514511,0
5270,5384079,K02011.02,Kepler-348 c,CONFIRMED,CANDIDATE,17.2653659,0.000197,-0.000197,0.007,0.452,-0.007,5.02,0.234,-0.234,67.9,5.5,-5.5,1.16,0.22,-0.15,0.1412,89.99,888.0,4.0386195,12.769484,13.9,77.0,0.9443,6388.0,115.0,-140.0,4.244,0.088,-0.121,0.1,0.15,-0.2,1.402,0.267,-0.178,1.259,0.103,-0.113,297.25504,40.54837,1
5272,11303811,K03744.01,,FALSE POSITIVE,FALSE POSITIVE,1.705780649,3.66e-06,-3.66e-06,1.231,33.52,-3.449,1.6271,0.0857,-0.0857,15500.0,624.0,-624.0,25.95,1.93,-1.75,0.0234,77.15,1101.0,9.540512,35.2648,31.8,668.0,0.7176,4970.0,189.0,-172.0,4.665,0.054,-0.036,-1.02,0.3,-0.3,0.591,0.044,-0.04,0.589,0.054,-0.025,295.06152,49.046558,0
5275,9777087,K03747.01,,FALSE POSITIVE,FALSE POSITIVE,5.50811352,3.4e-05,-3.4e-05,1.215,29.79,-0.337,2.9516,0.0377,-0.0377,40400.0,467.0,-467.0,34.03,4.09,-1.85,0.054,84.46,778.0,52.980915,110.34857,100.5,31.0,-1.0,5188.0,182.0,-182.0,4.687,0.025,-0.075,-0.74,0.3,-0.3,0.624,0.075,-0.034,0.689,0.059,-0.053,294.47,46.589581,0
5276,5956776,K03821.01,,FALSE POSITIVE,FALSE POSITIVE,0.569115097,1.71e-07,-1.71e-07,0.444,0.269,-0.398,3.5028,0.0154,-0.0154,586000.0,2540.0,-2540.0,156.15,47.6,-34.6,0.0152,79.82,3357.0,93.6828,1253.3416,229.6,1386.0,-1.0,7174.0,225.0,-325.0,4.13,0.17,-0.187,-0.2,0.25,-0.35,1.705,0.52,-0.378,1.43,0.209,-0.255,290.64828,41.23407,0
5277,8883727,K03822.01,,FALSE POSITIVE,FALSE POSITIVE,2.529073751,2.15e-06,-2.15e-06,1.263,13.34,-0.136,1.8827,0.0352,-0.0352,1570.0,25.7,-25.7,25.8,4.95,-2.29,0.0344,70.24,1137.0,6.2642126,59.187557,73.4,532.0,0.964,5465.0,162.0,-146.0,4.598,0.032,-0.128,-0.26,0.3,-0.3,0.766,0.147,-0.068,0.857,0.08,-0.098,291.13748,45.11092,0
5278,4820550,K03823.01,,CANDIDATE,CANDIDATE,202.1168173,0.000544,-0.000544,0.906,0.01,-0.028,4.683,0.154,-0.154,2700.0,58.2,-58.2,5.8,0.72,-0.34,0.6666,89.71,286.0,28.844269,55.80787,56.3,7.0,0.8119,5536.0,74.0,-83.0,4.498,0.038,-0.113,0.16,0.15,-0.15,0.917,0.115,-0.053,0.964,0.044,-0.059,286.77145,39.983822,1
5279,6516874,K03824.01,,FALSE POSITIVE,FALSE POSITIVE,0.916326699,3.81e-07,-3.81e-07,0.988,0.07,-0.047,3.1427,0.0197,-0.0197,96400.0,461.0,-461.0,50.7,15.7,-5.22,0.0188,68.69,1917.0,120.526924,803.92737,251.6,1242.0,-1.0,6046.0,189.0,-232.0,4.486,0.052,-0.208,-0.08,0.3,-0.3,0.972,0.3,-0.1,1.053,0.139,-0.139,290.09695,41.97068,0
5280,11709124,K00435.03,Kepler-154 b,CONFIRMED,CANDIDATE,33.0405509,0.000122,-0.000122,0.431,0.008,-0.431,3.3613,0.0885,-0.0885,577.0,22.0,-22.0,2.36,0.32,-0.23,0.1943,89.65,561.0,5.772019,21.18267,27.5,33.0,0.0397,5688.0,113.0,-101.0,4.415,0.1,-0.1,-0.12,0.15,-0.15,0.971,0.13,-0.095,0.895,0.071,-0.052,289.78052,49.89653,1
5281,9161118,K03898.01,,FALSE POSITIVE,FALSE POSITIVE,1.306723495,1.04e-06,-1.04e-06,1.229,0.111,-0.072,6.606,0.0349,-0.0349,12500.0,50.7,-50.7,27.42,2.21,-2.46,0.0202,39.92,1170.0,66.62637,620.25037,311.7,880.0,0.0001,4651.0,163.0,-163.0,4.612,0.052,-0.032,-0.32,0.3,-0.3,0.657,0.053,-0.059,0.644,0.08,-0.046,294.32037,45.501282,0
5283,11911580,K03900.01,,FALSE POSITIVE,FALSE POSITIVE,359.102042,0.00816,-0.00816,1.201,70.34,-0.223,16.949,0.822,-0.822,1100.0,50.3,-50.3,28.76,9.08,-3.04,1.0368,88.57,290.0,16.261475,20.785936,26.5,4.0,0.7739,6355.0,153.0,-192.0,4.41,0.054,-0.202,-0.08,0.25,-0.3,1.108,0.35,-0.117,1.151,0.157,-0.157,290.15457,50.259689,0
5284,9480535,K03901.01,Kepler-1527 b,CONFIRMED,CANDIDATE,160.130899,0.00172,-0.00172,0.791,0.018,-0.565,13.775,0.315,-0.315,1180.0,41.6,-41.6,6.67,1.19,-1.47,0.6276,89.24,450.0,12.630053,26.539745,32.4,5.0,0.6631,6092.0,79.0,-85.0,4.056,0.182,-0.112,0.14,0.15,-0.1,1.759,0.316,-0.386,1.283,0.132,-0.145,297.41443,46.060822,1
5285,10583225,K03902.01,,FALSE POSITIVE,FALSE POSITIVE,2.69634575,1.1e-05,-1.1e-05,0.54,0.007,-0.486,3.785,0.115,-0.115,185.0,6.2,-6.2,1.46,0.45,-0.26,0.0362,83.43,1287.0,5.5912046,29.1052,35.4,501.0,0.1885,5418.0,164.0,-147.0,4.335,0.205,-0.225,0.1,0.25,-0.25,1.051,0.32,-0.187,0.871,0.106,-0.065,283.78958,47.806431,0
5286,5215251,K03903.01,,FALSE POSITIVE,FALSE POSITIVE,2.553924603,7.81e-06,-7.81e-06,1.258,0.401,-0.137,9.835,0.133,-0.133,1680.0,19.8,-19.8,32.67,8.78,-3.74,0.0377,29.31,1352.0,11.010347,41.06985,100.5,451.0,0.9994,5993.0,186.0,-228.0,4.489,0.048,-0.192,0.07,0.25,-0.35,0.986,0.265,-0.113,1.093,0.112,-0.154,298.45837,40.39193,0
5287,10383696,K03671.01,,FALSE POSITIVE,FALSE POSITIVE,8.487871809,3.93e-06,-3.93e-06,0.941,0.037,-0.032,4.19829,0.00965,-0.00965,119000.0,313.0,-313.0,46.24,12.8,-3.41,0.0805,87.0,798.0,134.10583,829.4651,483.9,74.0,0.2737,5553.0,183.0,-183.0,4.558,0.032,-0.189,0.07,0.25,-0.3,0.855,0.237,-0.063,0.964,0.085,-0.113,280.8858,47.565632,0
5288,9777090,K03672.01,,FALSE POSITIVE,FALSE POSITIVE,5.50817321,3.43e-05,-3.43e-05,0.739,0.048,-0.05,3.6845,0.0182,-0.0182,227000.0,1040.0,-1040.0,39.18,4.99,-2.86,0.0541,87.3,768.0,189.8418,577.5288,268.7,16.0,0.008,5051.0,182.0,-182.0,4.663,0.03,-0.07,-0.54,0.3,-0.3,0.644,0.082,-0.047,0.696,0.068,-0.061,294.47156,46.58923,0
5290,2446623,K03674.01,,FALSE POSITIVE,FALSE POSITIVE,175.0658609,6.79e-05,-6.79e-05,1.149,0.133,-0.097,4.5181,0.0166,-0.0166,45100.0,161.0,-161.0,40.63,11.7,-2.93,0.5936,89.75,312.0,180.78288,406.4278,320.6,8.0,0.0121,6021.0,179.0,-197.0,4.57,0.036,-0.204,-0.5,0.3,-0.3,0.819,0.236,-0.059,0.922,0.097,-0.118,292.16528,37.794048,0
5291,9596089,K03675.01,,FALSE POSITIVE,FALSE POSITIVE,20.8392148,0.00013,-0.00013,0.894,0.952,-0.285,2.3321,0.0343,-0.0343,178000.0,1230.0,-1230.0,51.9,9.21,-6.71,0.1341,89.43,584.0,247.13507,418.7972,197.6,4.0,0.6546,5378.0,206.0,-187.0,4.488,0.12,-0.132,-0.36,0.35,-0.3,0.812,0.144,-0.105,0.741,0.118,-0.05,294.96225,46.225609,0
5294,4247807,K03748.01,,FALSE POSITIVE,FALSE POSITIVE,2.050435466,1.3e-06,-1.3e-06,1.275,0.196,-0.109,8.0122,0.0227,-0.0227,7770.0,20.7,-20.7,34.84,6.5,-4.35,0.0291,41.09,1278.0,105.778465,905.6847,445.8,554.0,0.0,5440.0,207.0,-189.0,4.496,0.092,-0.127,-0.3,0.35,-0.3,0.825,0.154,-0.103,0.779,0.113,-0.061,287.16849,39.379581,0
5295,11547869,K03749.01,,CANDIDATE,CANDIDATE,10.72725536,4.89e-05,-4.89e-05,1.056,17.11,-0.042,1.7541,0.0213,-0.0213,56200.0,432.0,-432.0,12.85,3.01,-2.69,0.0612,88.67,307.0,86.62705,159.04483,160.5,10.0,0.5649,3324.0,66.0,-73.0,5.006,0.075,-0.083,0.08,0.15,-0.15,0.268,0.063,-0.056,0.267,0.072,-0.064,285.00772,49.503979,1
5296,7700590,K03750.01,,FALSE POSITIVE,FALSE POSITIVE,1.507101452,1.09e-06,-1.09e-06,1.246,0.127,-0.096,5.2005,0.0263,-0.0263,15800.0,70.5,-70.5,39.32,9.92,-6.11,0.0238,50.56,1573.0,158.25624,1762.9677,273.5,760.0,-1.0,5884.0,195.0,-195.0,4.453,0.13,-0.174,-0.64,0.3,-0.3,0.876,0.221,-0.136,0.794,0.103,-0.055,297.26233,43.30434,0
5297,9053086,K03751.01,,FALSE POSITIVE,FALSE POSITIVE,1.274841686,8.46e-07,-8.46e-07,1.128,0.042,-0.035,3.5903,0.02,-0.02,50300.0,187.0,-187.0,63.68,19.7,-13.1,0.0235,66.13,2025.0,289.26004,2156.5364,353.0,485.0,0.018,6211.0,197.0,-241.0,4.247,0.185,-0.185,-0.16,0.25,-0.3,1.281,0.396,-0.264,1.055,0.169,-0.139,300.72165,45.306702,0
5298,3128552,K02055.02,Kepler-1073 c,CONFIRMED,CANDIDATE,4.02582434,1.27e-05,-1.27e-05,0.017,0.429,-0.017,2.8059,0.0826,-0.0826,265.0,11.8,-11.8,1.79,0.27,-0.3,0.0483,89.92,1169.0,4.5093446,18.971493,23.9,256.0,0.844,5509.0,82.0,-74.0,4.308,0.156,-0.104,0.16,0.15,-0.15,1.116,0.169,-0.186,0.924,0.062,-0.043,294.15271,38.23304,1
5299,5467113,K03825.01,,FALSE POSITIVE,FALSE POSITIVE,2.845746618,2.05e-06,-2.05e-06,0.126,0.017,-0.021,13.0719,0.0283,-0.0283,558000.0,1250.0,-1250.0,135.99,34.7,-64.4,0.0396,87.6,1667.0,584.719,3708.9365,829.1,278.0,-1.0,5641.0,186.0,-169.0,3.948,0.495,-0.165,-0.12,0.3,-0.25,1.776,0.453,-0.841,1.021,0.128,-0.157,296.67532,40.650009,0
5300,8240123,K03826.01,,FALSE POSITIVE,FALSE POSITIVE,2.30120705,1.19e-05,-1.19e-05,1.262,0.118,-0.084,25.08,1.0,-1.0,1690.0,19.4,-19.4,28.64,8.35,-2.63,0.0335,15.4,1254.0,21.23174,98.99085,132.5,492.0,0.964,5641.0,186.0,-186.0,4.554,0.035,-0.196,-0.06,0.3,-0.3,0.85,0.248,-0.078,0.944,0.094,-0.115,294.22784,44.134739,0
5303,10031907,K03828.01,,FALSE POSITIVE,FALSE POSITIVE,8.58965725,2.19e-05,-2.19e-05,1.249,4.197,-0.108,8.9793,0.0987,-0.0987,1160.0,12.5,-12.5,27.86,8.25,-2.18,0.0822,61.07,828.0,11.664582,67.17444,107.8,126.0,0.5594,5697.0,154.0,-171.0,4.539,0.037,-0.2,0.07,0.25,-0.3,0.892,0.264,-0.07,1.004,0.1,-0.122,298.82263,46.939129,0
5304,6525946,K02093.02,,CANDIDATE,CANDIDATE,2.508116,1.45e-05,-1.45e-05,0.472,0.035,-0.43,2.504,0.11,-0.11,188.0,11.1,-11.1,12.28,4.64,-1.55,0.033,86.07,3662.0,3.882593,15.1701565,18.3,426.0,0.1871,5096.0,77.0,-46.0,2.435,0.117,-0.143,-1.52,0.15,-0.15,8.769,3.319,-1.106,0.763,0.367,-0.015,292.95416,41.934799,1
5305,5480736,K03904.01,,FALSE POSITIVE,FALSE POSITIVE,8.56751264,7.41e-05,-7.41e-05,1.182,34.24,-0.901,5.449,0.366,-0.366,348.0,23.2,-23.2,23.05,8.01,-2.67,0.0838,64.98,972.0,5.078026,14.532708,17.9,155.0,0.7307,6212.0,194.0,-237.0,4.42,0.07,-0.21,-0.12,0.25,-0.3,1.054,0.366,-0.122,1.06,0.168,-0.137,299.52237,40.611252,0
5306,8487748,K03905.01,,FALSE POSITIVE,FALSE POSITIVE,1.061934313,1.51e-06,-1.51e-06,1.218,0.926,-0.064,3.194,0.0601,-0.0601,607.0,10.4,-10.4,15.14,1.18,-1.58,0.0167,28.62,1104.0,3.5395205,21.38519,70.0,1261.0,0.7848,4304.0,116.0,-142.0,4.675,0.065,-0.025,-0.58,0.3,-0.3,0.566,0.044,-0.059,0.552,0.056,-0.046,288.90912,44.591831,0
5307,9892856,K03906.01,,FALSE POSITIVE,FALSE POSITIVE,2.406574511,3.81e-06,-3.81e-06,1.187,2.586,-0.099,3.4382,0.0678,-0.0678,738.0,13.7,-13.7,26.22,8.29,-2.96,0.0373,50.52,1481.0,5.1782866,28.488192,63.9,553.0,0.5412,6167.0,169.0,-253.0,4.428,0.052,-0.208,0.21,0.2,-0.35,1.107,0.35,-0.125,1.2,0.147,-0.164,292.69342,46.793892,0
5308,7137213,K03907.01,,FALSE POSITIVE,FALSE POSITIVE,28.64338839,6.21e-05,-6.21e-05,0.968,0.012,-0.672,1.2246,0.0812,-0.0812,624.0,37.3,-37.3,5.82,1.15,-1.74,0.1917,89.12,871.0,8.740738,33.57907,23.1,46.0,0.1034,6507.0,155.0,-194.0,4.002,0.253,-0.117,-0.38,0.3,-0.3,1.767,0.351,-0.527,1.145,0.192,-0.157,296.9978,42.65332,0
5309,6795089,K07792.01,,FALSE POSITIVE,FALSE POSITIVE,96.231257,0.00116,-0.00116,0.442,0.018,-0.442,2.488,0.399,-0.399,938.0,141.0,-141.0,29.26,2.37,-5.53,0.4773,89.91,965.0,6.336562,8.581076,8.8,6.0,0.091,4895.0,98.0,-122.0,2.674,0.03,-0.03,-0.34,0.25,-0.25,9.529,0.771,-1.8,1.563,0.272,-0.544,296.44431,42.28735,0
5310,3340313,K03677.01,,FALSE POSITIVE,FALSE POSITIVE,30.5528701,1.83e-05,-1.83e-05,1.134,0.104,-0.215,5.3367,0.014,-0.014,63500.0,148.0,-148.0,63.57,20.8,-7.42,0.2007,88.49,685.0,209.59917,555.56177,510.8,20.0,0.0279,6441.0,179.0,-246.0,4.367,0.072,-0.203,-0.12,0.25,-0.3,1.165,0.381,-0.136,1.152,0.185,-0.152,290.96396,38.469501,0
5311,9892816,K01955.04,Kepler-342 c,CONFIRMED,CANDIDATE,26.2347447,0.000123,-0.000123,0.985,0.032,-0.693,3.536,0.254,-0.254,197.0,7.8,-7.8,2.76,0.45,-0.38,0.1859,86.14,754.0,5.5405107,14.993833,22.0,39.0,0.1992,6297.0,113.0,-126.0,4.26,0.09,-0.11,0.14,0.15,-0.2,1.369,0.228,-0.187,1.247,0.091,-0.111,292.67807,46.726711,1
5312,4150804,K03678.01,Kepler-1513 b,CONFIRMED,CANDIDATE,160.8845197,8.79e-05,-8.79e-05,0.284,0.061,-0.103,10.8771,0.0369,-0.0369,7590.0,17.6,-17.6,9.09,3.04,-2.02,0.5416,89.86,346.0,147.75606,288.8604,526.1,9.0,0.6479,5650.0,186.0,-186.0,4.313,0.225,-0.225,-0.28,0.3,-0.25,1.044,0.349,-0.232,0.818,0.127,-0.058,289.7916,39.285328,1
5314,9025971,K03680.01,Kepler-1657 b,CONFIRMED,CANDIDATE,141.2415405,9.49e-05,-9.49e-05,0.12,0.068,-0.12,6.7645,0.0216,-0.0216,13000.0,39.4,-39.4,11.49,1.66,-1.21,0.5205,89.96,352.0,157.80336,336.2867,380.9,8.0,0.5417,5705.0,104.0,-115.0,4.397,0.095,-0.105,0.0,0.15,-0.15,1.017,0.147,-0.107,0.941,0.068,-0.056,293.28156,45.309669,1
5315,2581316,K03681.01,Kepler-1514 b,CONFIRMED,CANDIDATE,217.8318429,8.51e-05,-8.51e-05,0.004,0.079,-0.004,21.306,0.0132,-0.0132,9150.0,7.8,-7.8,11.17,2.03,-0.81,0.7545,90.0,343.0,223.5288,326.3096,1244.4,7.0,0.72,6259.0,99.0,-136.0,4.385,0.034,-0.128,0.14,0.15,-0.15,1.167,0.212,-0.085,1.21,0.084,-0.093,292.62747,37.860142,1
5316,9973109,K02018.02,,CANDIDATE,CANDIDATE,16.0988294,0.000269,-0.000269,0.017,0.423,-0.017,5.686,0.424,-0.424,160.0,16.3,-16.3,1.14,0.33,-0.2,0.114,89.96,705.0,3.4797032,8.8170395,10.9,63.0,0.5345,5657.0,169.0,-169.0,4.401,0.167,-0.204,-0.48,0.3,-0.3,0.911,0.262,-0.161,0.762,0.124,-0.044,299.526,46.899261,1
5317,6314185,K03752.01,,FALSE POSITIVE,FALSE POSITIVE,1.433262145,1.63e-06,-1.63e-06,0.933,0.002,-0.002,5.6316,0.0552,-0.0552,1850.0,15.3,-15.3,5.67,1.54,-1.27,0.0237,46.2,1769.0,41.106724,240.55913,159.3,939.0,-1.0,5977.0,179.0,-197.0,4.318,0.19,-0.19,-0.46,0.3,-0.3,1.068,0.291,-0.238,0.864,0.12,-0.07,299.24219,41.62323,0
5318,8620561,K03753.01,,FALSE POSITIVE,FALSE POSITIVE,0.782046543,1.56e-07,-1.56e-07,0.633,0.069,-0.184,1.9874,0.0107,-0.0107,340000.0,1180.0,-1180.0,43.07,3.35,-3.35,0.0139,82.37,1372.0,209.439,2833.3157,534.0,998.0,1.0,4768.0,151.0,-170.0,4.661,0.056,-0.032,-0.82,0.3,-0.3,0.591,0.046,-0.046,0.584,0.057,-0.033,290.26721,44.711441,0
