rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec,disposition_num
3626,2854839,K07639.01,,FALSE POSITIVE,FALSE POSITIVE,1.05569286,0.131,1.289,37.5,0.45,0.0184,88.81,1395.0,5.739995,7.8095226,7.1,1268.0,0.9057,4955.0,4.561,-0.08,0.751,0.748,291.95761,38.070049,0
3627,4563268,K00627.01,Kepler-625 b,CONFIRMED,CANDIDATE,7.75192755,0.546,3.5413,407.0,1.89,0.0768,87.83,852.0,8.888451,61.51071,77.3,175.0,0.8874,5604.0,4.52,0.18,0.912,1.004,292.15045,39.637581,1
3628,7515212,K00679.01,Kepler-212 c,CONFIRMED,CANDIDATE,31.80475991,0.87,8.699,361.0,2.99,0.2061,86.65,664.0,9.540769,45.075916,73.4,44.0,0.1558,5867.0,4.235,0.24,1.356,1.153,287.62082,43.141647,1
3629,7515212,K00679.02,Kepler-212 b,CONFIRMED,CANDIDATE,16.2580276,0.131,6.375,47.0,0.92,0.1317,89.61,830.0,2.8173466,9.091377,11.5,76.0,0.3367,5867.0,4.235,0.24,1.356,1.153,287.62082,43.141647,1
3630,7529266,K00680.01,Kepler-435 b,CONFIRMED,CANDIDATE,8.600153929,0.296,9.0015,4510.0,26.52,0.0975,87.73,1703.0,129.52345,1015.3578,1208.1,156.0,0.0884,6093.0,3.475,-0.18,3.913,1.667,292.28732,43.197281,1
3631,11553706,K00009.01,,FALSE POSITIVE,FALSE POSITIVE,3.719809197,1.279,3.5317,2960.0,87.21,0.0514,68.43,1873.0,57.10405,579.8878,373.9,364.0,0.0059,6284.0,3.813,-0.2,2.348,1.309,288.80377,49.530788,0
3632,2449053,K07633.01,,FALSE POSITIVE,FALSE POSITIVE,0.73975345,0.525,4.2,482.0,2.09,0.0153,67.89,1818.0,3.3625276,10.834319,86.2,1810.0,1.0,5271.0,4.436,0.21,0.935,0.869,292.68985,37.774361,0
3633,10489525,K00106.01,,FALSE POSITIVE,FALSE POSITIVE,1.612249049,1.171,4.235,154.0,50.98,0.0308,22.3,2713.0,5.0221534,32.138386,45.4,668.0,0.0,6732.0,3.793,-0.1,2.569,1.495,298.35434,47.672081,0
3634,7598128,K00681.01,,FALSE POSITIVE,FALSE POSITIVE,44.25817308,0.815,7.58264,20500.0,37.38,0.2716,88.7,845.0,300.11646,1204.6005,1282.3,28.0,0.3045,6544.0,3.839,-0.22,2.326,1.364,288.54199,43.255421,0
3635,11858979,K04062.01,,FALSE POSITIVE,FALSE POSITIVE,3.05933906,1.259,1.7332,1170.0,36.0,0.0411,73.0,1434.0,7.359649,19.730581,37.7,29.0,0.7287,6238.0,4.337,-0.32,1.116,0.986,288.90887,50.16283,0
3636,5900390,K04063.01,,FALSE POSITIVE,FALSE POSITIVE,0.624677585,0.522,2.411,37.3,1.28,0.0188,73.63,4391.0,3.754162,12.345082,31.0,2142.0,0.9806,9653.0,4.191,0.07,1.996,2.256,298.04318,41.195,0
3637,5444334,K04064.01,,FALSE POSITIVE,FALSE POSITIVE,0.759763198,0.571,3.083,203.0,1.2,0.0158,70.93,1752.0,3.633384,18.438082,30.8,1764.0,0.4008,5520.0,4.572,-0.08,0.818,0.917,290.50125,40.6945,0
3639,8686373,K04066.01,,CANDIDATE,CANDIDATE,126.55719,0.965,8.079,366.0,4.59,0.5548,88.63,524.0,7.1484165,15.743615,24.8,11.0,0.4786,6501.0,4.054,0.1,1.854,1.419,290.73001,44.836121,1
3640,5386264,K04135.01,,FALSE POSITIVE,FALSE POSITIVE,12.43519054,0.321,3.8305,71.9,0.52,0.0917,89.22,545.0,4.4772506,13.635383,4.8,112.0,0.4833,4756.0,4.676,-0.46,0.62,0.667,297.77292,40.589088,0
3641,3867615,K02289.02,Kepler-379 b,CONFIRMED,CANDIDATE,20.0983676,0.02,5.207,158.0,1.58,0.1495,89.96,775.0,4.3078794,15.687434,20.9,51.0,0.496,6053.0,4.279,0.06,1.26,1.098,295.70111,38.945831,1
3642,3218844,K07646.01,,FALSE POSITIVE,FALSE POSITIVE,85.112898,0.033,2.503,514.0,2.21,0.3862,89.99,422.0,3.4293497,7.1324434,8.0,17.0,0.8771,6018.0,4.485,-0.04,0.975,1.058,286.46753,38.385971,0
3643,7256914,K04136.01,,CANDIDATE,CANDIDATE,2.41750021,0.895,4.33,58.2,1.19,0.0348,65.87,1507.0,3.4601393,13.133612,15.2,561.0,0.6666,5575.0,4.189,0.16,1.308,0.965,281.82318,42.811169,1
3644,7256914,K04136.02,,CANDIDATE,CANDIDATE,4.03357434,0.855,5.886,66.2,1.23,0.049,73.13,1270.0,3.4558315,11.318854,15.5,282.0,0.022,5575.0,4.189,0.16,1.308,0.965,281.82318,42.811169,1
3645,3542222,K04137.01,,FALSE POSITIVE,FALSE POSITIVE,0.504426087,1.321,1.6276,615.0,33.96,0.0117,24.92,2339.0,3.8183696,20.251345,81.7,2648.0,0.9934,6043.0,4.452,-0.66,0.901,0.837,290.74918,38.659111,0
3646,6871071,K02220.04,,CANDIDATE,CANDIDATE,7.66462913,0.216,3.614,114.0,1.6,0.0767,89.23,1106.0,4.6038723,9.758844,13.2,136.0,0.0822,5640.0,4.087,0.14,1.515,1.024,294.13791,42.370499,1
3647,5530112,K04067.01,,CANDIDATE,CANDIDATE,9.6887216,0.118,2.0,656.0,3.09,0.0943,89.82,1014.0,6.137143,13.503711,18.1,10.0,0.0881,6457.0,4.358,-0.06,1.196,1.19,290.65839,40.778542,1
3648,6226908,K04068.01,Kepler-1546 b,CONFIRMED,CANDIDATE,19.597317,0.87,4.508,1010.0,3.78,0.1366,87.32,671.0,5.855591,17.87493,23.7,22.0,0.6855,5569.0,4.368,-0.02,1.019,0.883,297.58392,41.541229,1
3649,5906694,K04069.01,,CANDIDATE,CANDIDATE,13.06243545,0.128,3.244,464.0,1.36,0.0938,89.76,527.0,5.1563754,17.23415,21.4,102.0,0.5716,4522.0,4.615,-0.22,0.655,0.646,299.3519,41.19574,1
3650,10186945,K04070.01,,FALSE POSITIVE,FALSE POSITIVE,0.793663156,0.4,0.8244,186.0,1.14,0.0159,86.67,1614.0,3.7981715,11.349193,23.7,1683.0,0.4847,5077.0,4.533,0.21,0.825,0.849,281.44067,47.246471,0
3651,4636565,K04138.01,,FALSE POSITIVE,FALSE POSITIVE,2.81401302,0.567,5.801,55.7,1.51,0.0396,79.7,1723.0,3.7062027,18.182121,33.8,482.0,0.901,5541.0,3.869,-0.18,1.967,1.046,285.41519,39.776009,0
3652,9956082,K04139.01,Kepler-1557 b,CONFIRMED,CANDIDATE,3.74031708,0.277,2.394,166.0,1.38,0.049,88.63,1287.0,5.1062574,13.422261,15.6,356.0,0.3813,6260.0,4.433,-0.08,1.063,1.118,293.88141,46.838879,1
3653,3241647,K07650.01,,FALSE POSITIVE,FALSE POSITIVE,0.851678507,0.418,2.028,67.9,0.85,0.0173,82.03,1840.0,4.283231,7.4872413,9.1,1568.0,0.1022,5403.0,4.389,0.34,1.029,0.945,293.10153,38.340618,0
3655,3241248,K04141.01,,FALSE POSITIVE,FALSE POSITIVE,0.978046982,1.227,2.6137,839.0,129.67,0.0234,34.27,3146.0,4.420551,11.503804,105.2,1368.0,0.6291,5100.0,3.368,-0.12,4.569,1.778,292.99329,38.319489,0
3656,9716302,K04142.01,,FALSE POSITIVE,FALSE POSITIVE,1.332566763,0.474,4.001,385.0,1.49,0.0222,78.61,1318.0,3.3793736,13.538138,18.2,480.0,1.0,5134.0,4.599,-0.08,0.752,0.825,294.30887,46.413052,0
3657,2708286,K04071.01,,FALSE POSITIVE,FALSE POSITIVE,1.89131005,1.035,5.687,156.0,6.4,0.0281,25.57,1590.0,4.5774217,15.780134,18.7,710.0,0.8707,5706.0,4.255,-0.32,1.12,0.824,290.31827,37.91098,0
3658,6755944,K04072.01,Kepler-1547 b,CONFIRMED,CANDIDATE,0.692978457,0.938,1.1366,61.0,2.24,0.0165,61.66,3186.0,3.767837,17.073187,20.9,1491.0,0.9961,6105.0,3.805,-0.26,2.304,1.235,283.76407,42.222172,1
3661,7777471,K04075.01,,FALSE POSITIVE,FALSE POSITIVE,0.885131111,0.715,3.377,93.2,0.9,0.0178,64.37,1818.0,4.2237635,17.46621,23.4,1523.0,0.8005,5904.0,4.543,-0.24,0.867,0.958,298.86102,43.417679,0
3662,10294509,K04143.01,,FALSE POSITIVE,FALSE POSITIVE,1.85447373,0.514,2.665,307.0,1.33,0.0276,83.75,1221.0,3.9987292,15.249658,18.9,573.0,0.3094,5341.0,4.609,-0.26,0.743,0.826,298.71082,47.369911,0
3663,3112129,K04144.01,,CANDIDATE,CANDIDATE,0.487656278,0.037,1.0129,110.0,0.99,0.0122,89.43,2299.0,4.230941,11.810321,25.1,1371.0,1.0,5957.0,4.506,-0.08,0.937,1.026,290.33719,38.205009,1
3664,3003019,K07642.01,,FALSE POSITIVE,FALSE POSITIVE,0.502622858,0.693,3.085,146.0,1.41,0.0127,55.94,2478.0,3.8755784,9.123466,41.1,2135.0,0.9993,6029.0,4.385,0.04,1.098,1.065,294.29196,38.138771,0
3665,9334893,K02298.02,Kepler-1178 b,CONFIRMED,CANDIDATE,31.8055128,0.476,3.979,142.0,0.63,0.1596,89.5,378.0,3.6420062,9.227413,10.9,41.0,0.2746,4729.0,4.726,-1.42,0.525,0.534,288.45605,45.80212,1
3666,3103212,K04145.01,,CANDIDATE,CANDIDATE,3.25424652,0.665,5.378,82.1,0.96,0.0426,79.35,1220.0,3.9088655,15.399865,18.3,411.0,0.1894,5692.0,4.421,0.08,1.004,0.968,287.75903,38.281551,1
3667,10000941,K04146.01,Kepler-1558 b,CONFIRMED,CANDIDATE,3.50472344,0.309,1.9464,90.7,0.8,0.0419,88.66,1019.0,4.794586,13.56438,18.4,384.0,0.6801,5115.0,4.477,0.08,0.854,0.798,286.81937,46.91169,1
3668,9455677,K04076.01,Kepler-1548 b,CONFIRMED,CANDIDATE,124.827797,0.096,6.479,648.0,2.57,0.4679,89.96,350.0,6.60436,15.814648,17.1,11.0,0.8548,5349.0,4.353,0.18,1.032,0.875,287.47122,46.080662,1
3670,7690855,K04077.01,,FALSE POSITIVE,FALSE POSITIVE,0.786260569,1.226,4.556,877.0,15.72,0.0136,18.52,1192.0,93.11568,184.87411,246.0,852.0,-1.0,4223.0,4.681,-0.54,0.557,0.544,294.53149,43.398659,0
3671,5649837,K04078.01,,FALSE POSITIVE,FALSE POSITIVE,0.597934463,1.224,3.1225,515.0,23.2,0.0136,17.01,2126.0,4.134242,15.399727,72.2,2232.0,0.9997,6052.0,4.539,-0.42,0.863,0.94,299.07944,40.825642,0
3673,8029197,K04147.01,,FALSE POSITIVE,FALSE POSITIVE,2.15292788,0.45,3.043,41.4,1.02,0.0306,84.74,1841.0,4.1623898,12.060592,21.5,619.0,0.2727,5851.0,3.969,-0.76,1.555,0.821,291.9632,43.88166,0
3674,12257886,K04148.01,,FALSE POSITIVE,FALSE POSITIVE,2.61585431,0.577,6.519,170.0,1.28,0.0375,77.48,1358.0,3.4263954,15.121474,26.9,520.0,0.2679,6131.0,4.497,-0.24,0.945,1.023,291.22729,50.921791,0
3675,10875007,K04149.01,,CANDIDATE,CANDIDATE,9.54699216,0.879,5.063,143.0,1.71,0.0952,83.08,996.0,3.3750026,13.881551,17.4,111.0,0.8918,6274.0,4.357,0.26,1.232,1.261,296.9621,48.25639,1
3676,10875007,K04149.02,,CANDIDATE,CANDIDATE,14.708641,0.96,5.394,131.0,1.82,0.127,81.92,862.0,3.7169478,10.608228,12.8,68.0,0.8319,6274.0,4.357,0.26,1.232,1.261,296.9621,48.25639,1
3677,11465651,K04150.01,,CANDIDATE,CANDIDATE,31.3351094,0.706,6.071,265.0,1.99,0.2054,88.6,666.0,3.8206837,14.893052,16.7,43.0,0.1989,6404.0,4.393,-0.06,1.142,1.175,296.62704,49.353901,1
3678,5036480,K04080.01,,FALSE POSITIVE,FALSE POSITIVE,1.061002863,0.337,1.962,142.0,1.06,0.0202,85.16,1679.0,3.401061,14.726675,15.7,1264.0,0.1914,5767.0,4.538,-0.06,0.881,0.979,297.86734,40.10257,0
3680,6592832,K04082.01,,FALSE POSITIVE,FALSE POSITIVE,0.924821319,0.401,2.594,122.0,1.1,0.0185,81.18,1963.0,3.7771606,17.016697,24.3,1450.0,0.8691,6135.0,4.455,-0.3,0.974,0.987,287.47369,42.00375,0
3681,8524346,K04083.01,,FALSE POSITIVE,FALSE POSITIVE,4.4697452,0.982,5.33,242.0,2.43,0.0523,60.84,1248.0,10.645631,27.190186,33.8,303.0,0.4392,6102.0,4.316,-0.32,1.125,0.955,300.61877,44.594391,0
3682,3937814,K04084.01,Kepler-1549 b,CONFIRMED,CANDIDATE,214.881456,0.023,9.581,759.0,2.68,0.6687,89.99,286.0,8.206169,15.338302,16.1,7.0,0.8033,5323.0,4.378,0.16,0.995,0.862,286.05243,39.09605,1
3683,5551228,K04154.02,,FALSE POSITIVE,FALSE POSITIVE,122.906853,0.974,15.97,820.0,3.55,0.4782,87.35,338.0,10.045027,21.024153,19.9,12.0,0.0871,5692.0,4.547,-0.04,0.866,0.965,296.49731,40.765629,0
3684,5471271,K04155.01,,FALSE POSITIVE,FALSE POSITIVE,12.42221675,0.056,6.5533,54.5,0.8,0.1097,89.78,864.0,3.939902,14.579748,11.0,112.0,0.1736,6231.0,4.424,0.0,1.084,1.14,297.60681,40.656479,0
3685,5881120,K04156.01,,CANDIDATE,CANDIDATE,4.85018974,0.985,5.676,64.5,1.1,0.0571,56.15,1098.0,3.6581638,13.068923,15.8,277.0,0.8098,6032.0,4.485,-0.06,0.973,1.055,293.31827,41.116669,1
3686,3248696,K07651.01,,FALSE POSITIVE,FALSE POSITIVE,383.43595,0.025,11.059,1230.0,2.53,0.959,89.99,214.0,4.9351115,7.9267116,14.1,3.0,0.7263,5576.0,4.615,-0.5,0.729,0.823,294.74246,38.301811,0
3687,4548098,K04157.01,,CANDIDATE,CANDIDATE,3.82315697,0.064,2.388,47.2,0.77,0.0511,89.7,1282.0,4.30282,13.399375,8.9,352.0,0.7307,6202.0,4.422,0.21,1.122,1.213,287.41006,39.65868,1
3688,5306383,K04158.01,,FALSE POSITIVE,FALSE POSITIVE,0.842336445,0.266,1.519,80.1,0.9,0.0171,86.34,1941.0,6.438646,11.996255,8.8,1589.0,0.9229,5765.0,4.415,-0.06,0.998,0.943,299.12286,40.489071,0
3690,7021681,K00255.02,,CANDIDATE,CANDIDATE,13.6032081,0.777,2.592,181.0,0.75,0.0903,88.3,397.0,3.076035,8.274594,9.4,97.0,0.7885,3780.0,4.746,-0.02,0.511,0.531,287.85812,42.542629,1
3691,5041847,K04085.01,,FALSE POSITIVE,FALSE POSITIVE,0.914468919,1.271,2.695,3430.0,36.84,0.018,41.73,1884.0,21.029158,140.95697,189.0,971.0,-1.0,5762.0,4.415,-0.1,0.989,0.927,298.91278,40.110851,0
3692,3836558,K04086.01,,FALSE POSITIVE,FALSE POSITIVE,1.54039744,0.723,1.787,128.0,1.08,0.0237,81.2,1520.0,3.938055,12.913409,7.0,864.0,0.6154,5649.0,4.421,-0.52,0.884,0.751,286.99091,38.916222,0
3693,4770617,K02243.02,Kepler-1154 c,CONFIRMED,CANDIDATE,8.45805119,0.697,2.998,259.0,2.52,0.0875,87.5,1117.0,4.2561727,16.042082,18.3,140.0,0.7133,6172.0,4.198,0.16,1.471,1.25,297.47711,39.877239,1
3694,6106282,K04087.01,Kepler-440 b,CONFIRMED,CANDIDATE,101.1107014,0.046,8.029,878.0,1.61,0.3548,89.97,229.0,7.301132,15.703634,24.1,10.0,0.2679,4133.0,4.705,-0.3,0.561,0.578,285.34995,41.452209,1
3695,4946584,K04088.01,,FALSE POSITIVE,FALSE POSITIVE,0.907943645,1.356,1.9144,1030.0,49.37,0.0191,38.42,2219.0,3.9856975,14.05268,53.7,1472.0,0.9525,6434.0,4.354,-0.18,1.166,1.119,297.36047,40.056141,0
3696,6463499,K04163.01,,FALSE POSITIVE,FALSE POSITIVE,94.446856,0.977,7.502,436.0,7.13,0.4316,88.16,611.0,5.8116317,14.273604,20.0,12.0,0.2145,5780.0,3.729,-0.36,2.478,1.201,297.49054,41.8326,0
3697,8254882,K04164.01,,FALSE POSITIVE,FALSE POSITIVE,0.92565941,0.042,1.488,30.0,0.88,0.0203,89.49,2383.0,3.5409713,12.531257,11.2,1445.0,0.2706,6058.0,4.135,0.28,1.612,1.296,298.38754,44.151962,0
3698,6042031,K04165.01,,FALSE POSITIVE,FALSE POSITIVE,0.537110149,1.106,1.7976,92.0,32.19,0.0141,17.88,3195.0,3.82511,15.379113,41.1,2484.0,1.0,5395.0,3.739,-0.1,2.537,1.288,291.69067,41.332878,0
3699,4078311,K04166.01,,CANDIDATE,CANDIDATE,9.84262076,0.234,1.6018,626.0,2.41,0.0918,89.71,801.0,3.6615045,14.454476,16.8,109.0,0.535,5585.0,4.49,0.48,0.972,1.064,296.5105,39.173321,1
3700,5475735,K04167.01,,FALSE POSITIVE,FALSE POSITIVE,2.99194823,0.71,4.39,99.6,0.78,0.0378,79.3,1019.0,3.3515177,16.67453,18.2,446.0,0.6392,5269.0,4.62,-0.28,0.727,0.812,298.57779,40.681438,0
3701,11709124,K00435.05,Kepler-154 c,CONFIRMED,CANDIDATE,62.3026877,0.712,7.509,859.0,3.05,0.2965,89.13,454.0,9.280413,33.319363,45.0,21.0,0.3425,5688.0,4.415,-0.12,0.971,0.895,289.78052,49.89653,1
3702,9022166,K02175.02,Kepler-368 c,CONFIRMED,CANDIDATE,72.3826983,0.791,8.279,366.0,4.21,0.355,88.95,575.0,7.6299343,19.336872,29.5,9.0,0.5036,5508.0,3.897,0.1,1.988,1.136,291.88004,45.387932,1
3704,7038096,K04020.01,,FALSE POSITIVE,FALSE POSITIVE,0.566803149,0.822,1.643,246.0,1.93,0.0142,62.98,2380.0,3.7987587,9.516392,52.6,1178.0,0.3114,6147.0,4.435,0.21,1.096,1.193,293.18408,42.528019,0
3705,3345973,K07652.01,,FALSE POSITIVE,FALSE POSITIVE,15.3466028,0.591,4.966,239.0,3.64,0.1414,88.26,1194.0,4.0977774,10.7401285,13.0,88.0,0.2133,6771.0,3.934,0.04,2.259,1.597,292.38293,38.40057,0
3706,11967788,K04021.01,,CANDIDATE,CANDIDATE,7.23531329,0.326,3.338,112.0,1.53,0.0783,88.82,1207.0,4.234143,18.60213,14.0,182.0,0.0368,6422.0,4.219,-0.06,1.421,1.22,294.03436,50.371651,1
3707,11972872,K04089.01,,FALSE POSITIVE,FALSE POSITIVE,0.531106622,0.94,3.0293,5130.0,7.54,0.0116,40.97,1781.0,8.040295,27.075521,286.2,2513.0,-1.0,4978.0,4.539,-0.12,0.762,0.732,296.34622,50.390789,0
3708,9899233,K04090.01,,FALSE POSITIVE,FALSE POSITIVE,1.332547503,0.746,4.521,130.0,1.23,0.0243,64.88,1719.0,4.8621373,17.25378,25.5,1009.0,0.8371,6077.0,4.471,-0.04,0.999,1.077,295.16696,46.754341,0
3709,3103227,K04091.01,Kepler-1550 b,CONFIRMED,CANDIDATE,225.585245,0.066,11.166,755.0,3.71,0.7681,89.98,348.0,9.851951,16.416048,18.6,5.0,0.978,5929.0,4.243,0.3,1.363,1.185,287.76456,38.294701,1
3710,4850961,K04092.01,Kepler-1551 b,CONFIRMED,CANDIDATE,24.4972683,0.817,5.43,449.0,2.74,0.1772,87.79,722.0,4.460525,15.612547,19.5,43.0,0.9524,6392.0,4.399,0.07,1.162,1.232,295.78552,39.907921,1
3711,3102309,K07643.01,,FALSE POSITIVE,FALSE POSITIVE,4.20253859,0.937,5.389,31.5,0.71,0.0479,66.9,1136.0,3.3768263,7.4794803,8.8,324.0,0.52,5596.0,4.343,-0.2,1.015,0.829,287.45532,38.23959,0
3712,8521059,K04093.01,,FALSE POSITIVE,FALSE POSITIVE,0.535578808,1.225,1.7973,194.0,33.97,0.0135,18.42,2870.0,4.327896,25.577068,38.3,2492.0,0.9238,6610.0,4.264,-0.32,1.313,1.16,299.75021,44.561981,0
3713,5217574,K04151.01,,FALSE POSITIVE,FALSE POSITIVE,0.89486317,0.65,2.657,172.0,1.19,0.0179,72.42,1764.0,3.351186,13.152497,16.1,1270.0,0.6186,5764.0,4.548,-0.12,0.863,0.959,298.90012,40.303589,0
3714,7199060,K04152.01,,CANDIDATE,CANDIDATE,64.1862264,0.968,8.485,507.0,8.0,0.3686,87.2,839.0,5.901675,16.229204,18.6,19.0,0.749,6951.0,3.766,-0.08,2.758,1.618,291.38602,42.709129,1
3715,8439323,K04153.01,,CANDIDATE,CANDIDATE,4.62602867,0.739,0.643,347.0,1.65,0.0516,88.9,1012.0,3.730303,13.297741,14.7,296.0,0.8012,5834.0,4.566,-0.5,0.797,0.852,294.98059,44.425301,1
3716,4458082,K02303.02,,CANDIDATE,CANDIDATE,8.93484887,0.888,2.579,136.0,1.83,0.0928,86.05,1124.0,3.753287,12.093221,9.7,134.0,0.5232,6688.0,4.304,0.07,1.347,1.336,289.74731,39.523453,1
3717,3230095,K07647.01,,FALSE POSITIVE,FALSE POSITIVE,7.04716175,0.856,2.693,151.0,1.1,0.0684,85.48,817.0,3.0500283,8.211484,9.4,186.0,0.9075,5496.0,4.592,-0.24,0.776,0.869,290.0831,38.398472,0
3719,11967788,K04021.02,,CANDIDATE,CANDIDATE,4.93211932,0.034,3.144,50.5,1.02,0.0606,89.84,1372.0,2.9876978,13.970231,7.5,261.0,0.4422,6422.0,4.219,-0.06,1.421,1.22,294.03436,50.371651,1
3720,7733731,K04022.01,,CANDIDATE,CANDIDATE,4.85819429,0.086,5.356,76.3,2.04,0.0595,89.3,1685.0,3.2296875,18.838116,25.2,279.0,0.7097,6109.0,3.78,-0.4,2.326,1.188,283.12854,43.45686,1
3721,6862332,K04023.01,,FALSE POSITIVE,FALSE POSITIVE,119.0192648,0.79,8.1,1980.0,4.44,0.4772,89.41,350.0,13.444217,22.74429,31.1,11.0,0.6775,5754.0,4.534,0.07,0.905,1.021,291.58517,42.367229,0
3722,10714072,K04024.01,Kepler-1541 b,CONFIRMED,CANDIDATE,8.40693068,0.015,1.866,167.0,1.95,0.0781,89.97,1048.0,4.0323477,14.975676,6.8,162.0,0.108,5365.0,4.02,-0.06,1.533,0.899,283.78702,48.02956,1
3723,3110177,K07644.01,,CANDIDATE,CANDIDATE,3.39904814,0.596,2.922,69.6,0.81,0.0423,85.3,1191.0,3.3743656,7.6781254,8.1,393.0,0.1005,5766.0,4.444,-0.26,0.929,0.876,289.84286,38.237049,1
3724,10992011,K04025.01,,FALSE POSITIVE,FALSE POSITIVE,0.974479091,0.224,1.866,221.0,1.19,0.0177,86.78,1513.0,3.3540735,20.374414,25.3,1100.0,0.8812,5043.0,4.502,0.04,0.819,0.776,298.53549,48.419479,0
3725,8128247,K04094.01,,FALSE POSITIVE,FALSE POSITIVE,3.57017774,0.094,4.473,79.6,57.36,0.0521,89.12,6119.0,6.4342294,19.420488,8.9,378.0,0.0,3812.0,0.93,-0.16,69.001,1.479,300.60422,43.902946,0
3726,6276994,K04095.01,,FALSE POSITIVE,FALSE POSITIVE,1.10601182,0.532,2.577,52.9,0.77,0.0216,79.41,1903.0,3.8536906,11.506173,15.5,1209.0,1.0,6241.0,4.45,-0.14,1.031,1.088,289.17761,41.695171,0
3727,9674564,K04096.01,,FALSE POSITIVE,FALSE POSITIVE,6.873655305,0.08,3.5415,181.0,1.21,0.0694,89.69,906.0,4.271751,13.040112,3.4,197.0,0.9645,5668.0,4.492,-0.02,0.912,0.943,300.4068,46.378941,0
3728,5942808,K02250.02,,CANDIDATE,CANDIDATE,0.626281766,0.553,1.1812,433.0,1.76,0.0133,81.02,1711.0,4.084274,23.554861,31.0,1264.0,0.563,4922.0,4.505,0.2,0.823,0.79,285.21667,41.282429,1
3729,3232249,K07648.01,,CANDIDATE,CANDIDATE,1.183505016,0.403,1.275,117.0,0.8,0.0203,86.5,1293.0,3.2772505,7.6572123,10.0,1127.0,0.9503,4832.0,4.592,0.12,0.746,0.791,290.6864,38.355598,1
3730,5688683,K04097.01,,CANDIDATE,CANDIDATE,2.790643481,0.787,0.6871,202.0,0.99,0.0334,87.73,816.0,3.562026,14.718759,20.2,369.0,0.853,4353.0,4.681,-0.18,0.603,0.648,285.69,40.99453,1
3731,6607644,K04159.01,Kepler-1559 b,CONFIRMED,CANDIDATE,0.971915957,0.592,1.6023,73.7,0.79,0.018,81.16,1609.0,4.2696257,14.952725,16.7,1376.0,0.9976,5196.0,4.458,0.12,0.889,0.828,292.28659,42.07246,1
3732,7610663,K04160.01,Kepler-1560 b,CONFIRMED,CANDIDATE,3.03196812,0.287,1.723,81.5,0.9,0.0397,88.74,1269.0,3.4853294,14.200007,15.8,446.0,0.2508,5755.0,4.402,-0.14,0.993,0.909,292.78461,43.215981,1
3733,5565707,K04161.01,,FALSE POSITIVE,FALSE POSITIVE,1.2940561,0.394,0.97,51.2,5.27,0.0307,87.63,4465.0,3.288775,10.527928,6.4,1032.0,0.9066,6635.0,3.092,-0.5,7.146,2.303,299.42017,40.73838,0
3734,1293031,K04162.01,,FALSE POSITIVE,FALSE POSITIVE,0.53936593,0.988,5.434,145.0,9.19,0.0165,12.57,5016.0,4.846845,9.0759325,57.6,1239.0,0.9985,6341.0,3.301,-0.1,5.302,2.05,291.02097,36.903648,0
3735,2859299,K07640.01,,FALSE POSITIVE,FALSE POSITIVE,0.643703667,0.036,0.801,172.0,1.48,0.0148,89.67,2358.0,4.0043526,8.7930565,40.3,2074.0,0.9918,6161.0,4.362,-0.1,1.114,1.038,292.88342,38.074951,0
3736,7449554,K02357.02,,CANDIDATE,CANDIDATE,15.9042402,0.876,2.093,445.0,3.79,0.1246,88.36,863.0,3.6130648,10.213241,13.3,0.0,-1.0,5583.0,4.077,0.16,1.53,1.017,293.20377,43.057011,1
3737,4067110,K04026.01,,FALSE POSITIVE,FALSE POSITIVE,0.735146413,1.192,5.053,275.0,168.34,0.022,11.73,5366.0,4.536633,17.122849,78.0,1468.0,1.0,6611.0,3.112,0.07,7.435,2.61,294.08896,39.128101,0
3738,8694309,K04027.01,,FALSE POSITIVE,FALSE POSITIVE,0.827351796,0.544,2.1885,44.7,0.9,0.0165,77.71,2208.0,3.8818557,17.308855,30.6,1622.0,0.9282,5609.0,4.141,-0.18,1.31,0.867,293.8067,44.867352,0
3740,7818447,K04028.01,,FALSE POSITIVE,FALSE POSITIVE,0.618952198,1.282,2.8244,8320.0,4.96,0.0065,36.86,497.0,18.584732,142.41026,259.3,1446.0,-1.0,2661.0,5.283,0.0,0.116,0.094,290.47928,43.505268,0
3741,11569475,K04029.01,,FALSE POSITIVE,FALSE POSITIVE,1.31723412,1.07,7.284,423.0,125.56,0.0357,18.38,5471.0,4.8466487,18.490742,78.4,1023.0,0.0,6740.0,2.816,0.07,12.08,3.479,296.61078,49.567039,0
3742,5688683,K04097.02,,CANDIDATE,CANDIDATE,4.44902309,0.034,1.373,88.9,0.55,0.0456,89.92,699.0,2.6062357,8.480367,10.4,223.0,0.4545,4353.0,4.681,-0.18,0.603,0.648,285.69,40.99453,1
3743,8222627,K04098.01,,CANDIDATE,CANDIDATE,1.121733366,0.464,1.032,84.3,2.39,0.0222,86.44,2384.0,5.465323,14.988862,13.6,1190.0,0.8692,5023.0,3.682,0.04,2.571,1.157,287.50375,44.167259,1
3744,8951205,K04099.01,,CANDIDATE,CANDIDATE,4.95060632,0.458,1.719,310.0,1.28,0.0525,88.69,885.0,3.7709882,14.24367,17.4,267.0,0.3435,5431.0,4.623,-0.44,0.717,0.802,291.20419,45.238392,1
