rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec
4465,4157052,K04468.01,,FALSE POSITIVE,FALSE POSITIVE,0.791771167,1.224,2.4463,5.09E+02,82.71,0.0198,26.29,3419,3.6639411,9.720036,82.4,1645,0.9972,6218,3.678,0.24,3.07,1.639,291.48654,39.211723
4466,10006641,K04469.01,,FALSE POSITIVE,FALSE POSITIVE,0.894172544,0.162,0.8302,8.62E+01,0.68,0.0167,88.87,1461,3.8019938,10.8925905,16.9,1494,0.9699,4982,4.591,-0.08,0.736,0.771,289.75653,46.952888
4467,10815916,K04470.01,,FALSE POSITIVE,FALSE POSITIVE,1.68207624,0.56,1.519,5.47E+01,1.01,0.0274,85.49,1980,3.8926003,9.742727,11.1,638,0.7566,6495,4.191,-0.64,1.311,0.972,298.23792,48.175758
4468,3547760,K04535.01,,FALSE POSITIVE,FALSE POSITIVE,9.8480917,0.127,3.079,1.42E+02,0.88,0.0805,89.7,711,3.6230452,8.013927,9.7,136,0.9417,5289,4.546,-0.44,0.748,0.717,292.25284,38.60899
4469,7281484,K04536.01,,FALSE POSITIVE,FALSE POSITIVE,0.566800593,0.2,3.909,1.23E+01,0.48,0.0143,80.91,2783,5.040756,10.97827,10.4,2375,0.9191,6476,4.255,-0.1,1.353,1.202,291.61011,42.810459
4470,4848115,K04537.01,,FALSE POSITIVE,FALSE POSITIVE,0.969602551,0.415,1.728,1.11E+02,0.69,0.017,84.06,1334,2.7677383,9.700011,10.4,554,0.5929,4856,4.643,-0.34,0.66,0.701,295.14267,39.93071
4471,4048898,K07678.01,,CANDIDATE,CANDIDATE,13.0914878,0.145,2.037,3.75E+01,0.79,0.1104,89.83,892,2.961954,7.6431675,8,103,0.5772,5919,4.238,0.04,1.288,1.048,289.24884,39.106541
4472,5991765,K04538.01,,FALSE POSITIVE,FALSE POSITIVE,9.25801294,0.186,2.854,8.81E+01,1.73,0.0908,89.57,1229,4.0875626,11.38409,12.9,146,0.5941,6200,3.977,-0.16,1.834,1.162,299.51422,41.220589
4473,3962872,K04539.01,,FALSE POSITIVE,FALSE POSITIVE,25.9554044,0.952,8.491,1.23E+02,1.46,0.172,83.27,656,4.847836,9.683857,11.6,41,0.8837,6058,4.408,-0.16,1.038,1.004,293.72696,39.0368
4474,11912911,K04607.01,,FALSE POSITIVE,FALSE POSITIVE,3.74788208,0.09,4.183,1.53E+02,0.94,0.045,89.25,979,4.387695,12.029421,13.6,357,0.0847,5340,4.593,-0.12,0.777,0.871,290.96017,50.284679
4475,7045435,K04608.01,,FALSE POSITIVE,FALSE POSITIVE,0.93479255,1.2,4.5838,2.48E+02,24.75,0.0178,14.74,2040,3.4196527,8.278829,78.3,1435,-1,6018,4.33,-0.5,1.053,0.864,295.18976,42.523319
4476,2972800,K04609.01,,FALSE POSITIVE,FALSE POSITIVE,361.43653,0.2175,9.08,2.72E+02,1.56,0.9233,89.95,268,,,10.8,,,6028,4.398,-0.74,0.938,0.802,286.78522,38.151642
4477,8573168,K04610.01,,FALSE POSITIVE,FALSE POSITIVE,0.89628253,0.176,1.397,8.64E+01,0.76,0.0176,87.94,1670,3.488122,10.303943,13,1493,0.9126,5561,4.572,-0.12,0.818,0.915,296.50925,44.625912
4478,10801249,K04611.01,,FALSE POSITIVE,FALSE POSITIVE,1.67495622,0.399,2.994,3.59E+01,0.77,0.0289,84.27,1843,3.6218398,12.522235,15.3,797,0.8935,6323,4.296,-0.04,1.263,1.15,293.4678,48.12608
4479,4587135,K04680.01,,CANDIDATE,CANDIDATE,54.0812235,0.182,6.279,4.11E+02,1.54,0.264,89.84,431,4.03097,10.334499,11.6,27,0.0016,5757,4.597,-0.5,0.762,0.865,297.59964,39.626339
4480,3857860,K04681.01,,FALSE POSITIVE,FALSE POSITIVE,8.2344072,0.812,2.808,5.92E+01,1.49,0.0803,86.53,1263,5.1279697,10.998812,11.5,256,0.0001,6148,3.964,-0.46,1.741,1.016,293.44537,38.929588
4481,5024252,K04682.01,,FALSE POSITIVE,FALSE POSITIVE,2.15052332,0.0303,3.447,1.16E+02,1.17,0.0327,89.38,1410,5.182023,9.997014,11,494,,5780,4.438,,1,1,295.29333,40.183308
4482,7430876,K03193.01,,FALSE POSITIVE,FALSE POSITIVE,32.6122381,1.252,2.886,1.32E+03,31.96,0.2002,87.41,570,8.70321,19.476349,19.6,29,0.0156,5780,4.438,0,1,1,287.07892,43.068771
4483,4843592,K04683.01,,FALSE POSITIVE,FALSE POSITIVE,0.967073359,1.222,2.4875,7.74E+02,28.15,0.0189,34.18,1867,3.4644854,9.244672,92.4,1108,0.9881,5755,4.402,0,1.022,0.96,294.02347,39.92408
4484,9602775,K04684.01,,FALSE POSITIVE,FALSE POSITIVE,3.5564279,0.359,6.998,1.31E+02,0.8,0.0417,84.47,972,3.0908234,10.821349,12.3,305,0.2875,5404,4.638,-0.5,0.694,0.789,297.19739,46.22826
4485,8955709,K04471.01,,FALSE POSITIVE,FALSE POSITIVE,0.942997994,0.153,1.1658,5.39E+02,1.56,0.0166,88.6,1283,4.739197,11.927238,29.2,1105,0.82,4499,4.59,0,0.693,0.681,292.8598,45.205791
4486,7031430,K04472.01,,FALSE POSITIVE,FALSE POSITIVE,0.566796775,0.974,5.471,1.44E+02,0.61,0.0096,14.79,931,3.4777186,10.400198,32.2,2372,0.9525,3453,4.892,0,0.358,0.364,291.08929,42.590969
4487,7133294,K04473.01,Kepler-1607 b,CONFIRMED,CANDIDATE,13.6471211,0.617,8.331,7.50E+01,1.25,0.1075,86.47,913,3.6048357,9.935193,14.7,99,0.2806,5771,4.106,-0.3,1.382,0.89,296.05984,42.65604
4488,4381429,K04474.01,Kepler-1608 b,CONFIRMED,CANDIDATE,16.473474,0.014,4.201,4.71E+02,1.63,0.1126,89.97,612,4.749435,9.811624,13,66,0.286,5364,4.529,-0.54,0.754,0.702,295.56357,39.417599
4489,11912916,K04475.01,,FALSE POSITIVE,FALSE POSITIVE,3.74788322,0.544,3.45,2.43E+02,1.32,0.046,85.63,1031,3.5355844,14.438917,16.3,358,0.0114,5514,4.569,-0.04,0.826,0.926,290.96243,50.272629
4490,12108293,K04540.01,,FALSE POSITIVE,FALSE POSITIVE,0.705455349,0.447,2.469,7.49E+01,0.64,0.0145,77.67,1693,4.0849485,12.516827,18,1905,0.9896,5383,4.614,-0.32,0.736,0.824,289.94019,50.652771
4491,5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE,488.67353,0.432,12.35,6.91E+02,2.03,1.1542,89.91,188,4.861781,7.3005877,8.2,3,0.4648,5218,4.596,-0.02,0.772,0.867,298.12234,40.462349
4492,5511659,K04541.01,,CANDIDATE,CANDIDATE,8.5291223,0.606,3.241,3.25E+02,2.08,0.08,87.89,911,3.2336009,9.873334,12.8,120,0.854,5543,4.318,0.16,1.111,0.937,283.25119,40.72311
4493,9640946,K04542.01,,FALSE POSITIVE,FALSE POSITIVE,1.08906057,0.29,2.743,7.62E+01,0.75,0.0194,84.43,1511,4.3410006,11.607047,10.4,1228,0,5087,4.463,0.21,0.881,0.822,287.97504,46.35326
4494,9776186,K04543.01,,FALSE POSITIVE,FALSE POSITIVE,1.48922187,0.393,1.882,6.14E+02,2.5,0.0256,86.08,1594,4.0662603,9.636493,10.8,458,0.7867,5780,4.438,0,1,1,294.15503,46.575706
4495,9752973,K03162.01,,FALSE POSITIVE,FALSE POSITIVE,0.716709761,0.986,0.6969,6.84E+01,1.42,0.0149,60.71,2394,4.751317,20.359848,21.2,1866,0.1921,6109,4.229,-0.64,1.173,0.85,282.19479,46.522888
4496,8044600,K04612.01,,FALSE POSITIVE,FALSE POSITIVE,4.1083812,0.148,3.279,3.53E+02,1.62,0.0497,89.12,1058,4.121655,9.889003,11.4,66,0.9797,5730,4.545,-0.06,0.87,0.968,296.90204,43.839821
4497,10220837,K04613.01,,CANDIDATE,CANDIDATE,1.962282625,0.169,1.45,6.83E+01,0.81,0.0298,89.06,1448,3.8085396,10.950456,12.9,545,0.9654,5726,4.418,-0.1,0.979,0.915,296.58755,47.207161
4498,10991239,K03178.01,,FALSE POSITIVE,FALSE POSITIVE,0.523629052,0.045,3.443,1.22E+02,46.33,0.0154,88.24,9801,,,61.4,,,4136,1.392,-0.2,44.448,1.777,298.23517,48.49789
4499,7583650,K04614.01,,CANDIDATE,CANDIDATE,6.4546845,0.93,3.071,6.99E+01,1.38,0.0718,81.61,1244,3.2838058,9.468967,10.8,208,0.8521,6474,4.243,-0.16,1.362,1.185,281.73087,43.282341
4500,9345819,K04615.01,,FALSE POSITIVE,FALSE POSITIVE,1.04588635,0.204,2.833,1.03E+02,1.1,0.021,85.9,1972,3.2034175,10.810935,13.2,1258,0.1744,6249,4.428,-0.04,1.076,1.13,293.21414,45.82597
4501,9180566,K04616.01,,FALSE POSITIVE,FALSE POSITIVE,51.31346091,,3.94,,,,,,,,,,,,,,,,300.1965,45.513931
4502,3867794,K04685.01,,CANDIDATE,CANDIDATE,0.494247662,0.366,1.2443,2.25E+02,1.51,0.0127,82.87,2257,4.7996798,10.0487385,18.1,872,1,5763,4.484,0.36,0.998,1.107,295.73773,38.903912
4503,5819801,K04686.01,,CANDIDATE,CANDIDATE,11.8299383,0.502,5.168,4.14E+01,1.6,0.1128,88.12,1177,2.8321745,9.094451,11.7,117,0.3218,5747,3.802,0.26,2.431,1.365,298.90576,41.04261
4504,11092040,K04687.01,,FALSE POSITIVE,FALSE POSITIVE,419.92898,0.0299,14.55,2.34E+02,1.51,1.0835,89.95,255,,,7.5,,,6047,4.431,-0.28,0.988,0.962,295.53461,48.677391
4505,4851145,K04688.01,,FALSE POSITIVE,FALSE POSITIVE,1.23521458,0.458,0.918,8.95E+01,0.93,0.0229,87.17,1713,3.4969497,9.864814,5,870,0.6765,5999,4.494,-0.06,0.959,1.045,295.82114,39.975479
4506,10292540,K04689.01,,FALSE POSITIVE,FALSE POSITIVE,1.085229874,0.439,0.652,2.38E+02,1.37,0.0203,87.84,1632,3.6391473,9.391753,7.6,795,0.7731,5713,4.554,-0.12,0.851,0.948,298.15717,47.331268
4507,3732894,K04476.01,,FALSE POSITIVE,FALSE POSITIVE,1.540379557,0.329,2.026,7.69E+01,0.81,0.024,86.62,1581,6.500439,12.967635,14.6,866,0.6125,5812,4.408,-0.58,0.914,0.781,286.94647,38.885189
4508,6276791,K04477.01,,CANDIDATE,CANDIDATE,5.30179786,0.357,2.24,1.97E+02,1.22,0.0587,88.81,973,2.8018146,8.380222,11.5,249,0.4849,5749,4.547,-0.1,0.864,0.961,289.10422,41.69014
4509,6278762,K03158.01,Kepler-444 A b,CONFIRMED,CANDIDATE,3.60011712,0.025,2.396,5.02E+01,0.5,0.0407,89.88,938,13.084427,22.75066,21.6,342,-1,5051,4.562,-0.36,0.721,0.692,289.75229,41.634605
4510,6276791,K04477.02,,CANDIDATE,CANDIDATE,9.32867952,0.035,1.572,3.54E+02,1.62,0.0856,89.96,806,3.0542865,11.328061,12.7,140,0.7208,5749,4.547,-0.1,0.864,0.961,289.10422,41.69014
4511,8636600,K04478.01,,CANDIDATE,CANDIDATE,6.38671206,0.015,1.201,2.24E+02,1.19,0.0617,89.98,811,3.6440232,12.649473,11.6,212,0.1409,5071,4.505,-0.02,0.811,0.768,296.02225,44.732658
4512,10220950,K04544.01,,FALSE POSITIVE,FALSE POSITIVE,158.348345,3.655,10.55,8.99E+02,372.86,0.6312,85.36,409,11.485986,15.727349,17.6,8,0.4678,6521,4.352,0.21,1.276,1.334,296.62296,47.291142
4513,10140122,K04545.01,,CANDIDATE,CANDIDATE,0.849362238,0.453,1.36,1.15E+02,0.85,0.0169,84.05,1498,3.454346,10.053408,11.9,1332,0.7454,4973,4.595,0.36,0.788,0.891,291.45813,47.15863
4514,5033823,K04546.01,,CANDIDATE,CANDIDATE,0.741768294,1.201,0.4164,6.03E+01,72.36,0.0186,60.2,3380,3.6655514,9.221303,14,0,-1,5897,3.637,0.14,3.147,1.566,297.27325,40.136761
4515,10342316,K04547.01,,FALSE POSITIVE,FALSE POSITIVE,0.93376962,1.142,7.023,1.26E+02,16.3,0.0185,9.31,1937,3.7744834,11.382366,28.5,1442,0.4871,6056,4.448,-0.26,0.975,0.973,292.93661,47.499931
4516,5305399,K07725.01,,FALSE POSITIVE,FALSE POSITIVE,322.48381,0.938,22.99,1.02E+03,3.5,0.911,88.86,259,9.801807,13.719552,27,4,0.3698,5968,4.534,-0.26,0.881,0.97,298.93066,40.419102
4517,3223433,K04548.01,,CANDIDATE,CANDIDATE,61.083322,0.649,10.396,2.28E+02,1.61,0.3082,88.94,465,3.718439,10.089764,11.5,20,0.2301,5803,4.444,0.16,1.015,1.044,288.12555,38.347431
4518,8803757,K04904.01,,CANDIDATE,CANDIDATE,3.5944891,0.041,2.557,8.99E+01,0.98,0.0447,89.79,1178,3.592841,8.480067,10.4,369,0.6801,5523,4.364,0.14,1.046,0.922,284.72797,45.064968
4519,12021811,K04905.01,,FALSE POSITIVE,FALSE POSITIVE,0.739404894,0.077,1.753,2.47E+02,0.94,0.0136,88.67,1256,3.358326,9.373571,21,1810,0.9345,4205,4.635,-0.1,0.624,0.614,296.09058,50.408772
4520,9479306,K04906.01,,CANDIDATE,CANDIDATE,4.8608059,0.374,1.966,2.52E+02,1.21,0.0529,88.8,925,3.0143366,8.281966,8.9,173,0.295,5541,4.6,-0.36,0.757,0.839,297.05664,46.08353
4521,5437762,K04907.01,,CANDIDATE,CANDIDATE,4.04481159,0.393,2.479,3.30E+01,0.67,0.0511,88.05,1325,3.2616694,7.2870946,7.5,331,0.226,6358,4.359,-0.16,1.141,1.082,288.39761,40.6269
4522,3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,25.94964132,0.945,11.6411,6.78E+01,2.06,0.172,81.14,753,2.5387611,7.6200647,7.6,40,0.6055,5109,3.873,0.06,1.922,1.006,293.68207,39.01112
4523,4730442,K07702.01,,FALSE POSITIVE,FALSE POSITIVE,1.71051215,0.057,1.284,4.22E+01,1.04,0.027,89.68,2004,4.246424,8.051929,11.2,780,0.9998,5925,3.989,-0.56,1.589,0.898,286.112,39.80323
4524,9447166,K03296.01,Kepler-1459 b,CONFIRMED,CANDIDATE,62.869463,0.954,6.842,3.42E+02,1.96,0.2829,87.89,349,3.9161606,11.619394,16.2,20,0.6984,4762,4.535,0.2,0.781,0.762,282.42303,46.014019
4525,9643043,K03297.01,,FALSE POSITIVE,FALSE POSITIVE,84.8062818,1.265,9.0006,9.94E+03,36.51,0.3635,88.26,388,91.35672,190.64745,121.6,16,0.641,5735,4.525,-0.26,0.853,0.889,289.15082,46.344151
4526,8151055,K03298.01,Kepler-1460 b,CONFIRMED,CANDIDATE,29.9632816,0.855,2.6,8.93E+02,2.24,0.1614,89.04,391,5.071905,14.39127,17.7,41,0.9034,4463,4.623,-0.28,0.638,0.624,285.5578,44.010792
4527,7177555,K03299.01,,FALSE POSITIVE,FALSE POSITIVE,17.99643716,1.122,4.164,3.69E+04,30.08,0.1167,87.74,468,212.14993,504.85516,123.5,62,0.0173,4438,4.606,-0.1,0.666,0.653,283.01282,42.723679
4528,3348082,K01196.02,Kepler-274 b,CONFIRMED,CANDIDATE,11.63486009,0.053,5.466,2.92E+02,2.61,0.1011,89.82,961,3.9236057,16.881424,18.4,110,0.8182,5570,4.066,0.16,1.548,1.019,292.92276,38.47728
4529,4996057,K07712.01,,CANDIDATE,CANDIDATE,4.8302364,0.316,7.983,2.25E+01,1.06,0.0536,85.93,1453,3.0411522,7.412866,11.6,279,0.2708,5086,3.678,-0.38,2.247,0.877,286.69318,40.170109
4530,8349399,K04763.01,,CANDIDATE,CANDIDATE,56.446465,0.874,7.371,1.48E+02,1.57,0.2871,88.33,522,3.6343846,8.867526,12.4,23,0.1054,5995,4.337,-0.14,1.117,0.988,284.38248,44.308231
4531,6043562,K04764.01,,CANDIDATE,CANDIDATE,31.4202111,0.075,4.021,3.91E+02,1.45,0.1824,89.93,471,3.5567272,9.799605,10.6,39,0.024,5269,4.603,-0.2,0.748,0.822,292.18646,41.328041
4532,10615440,K04765.01,Kepler-1622 b,CONFIRMED,CANDIDATE,10.8118317,0.896,2.627,7.68E+01,1.24,0.0994,86.49,922,3.4348795,9.172276,9.5,97,0.6176,6025,4.331,0.12,1.196,1.119,297.32889,47.815472
4533,4919550,K04766.01,,CANDIDATE,CANDIDATE,5.56676609,0.392,1.812,1.74E+02,1.12,0.0574,88.98,859,2.8569503,10.313724,12,238,0.9065,5032,4.479,0.2,0.859,0.81,290.46756,40.056438
4534,5802292,K04767.01,,FALSE POSITIVE,FALSE POSITIVE,1.208528832,0.039,1.336,1.81E+02,1.25,0.0223,89.68,1725,4.1173654,8.235205,10.6,716,0.7722,6072,4.51,-0.24,0.923,1.005,295.10959,41.07579
4535,5126932,K07718.01,,FALSE POSITIVE,FALSE POSITIVE,208.1871179,0.321,2.5404,3.95E+02,1.99,0.6889,89.97,307,5.683645,7.4140954,4.2,6,0.4613,5780,4.438,0,1,1,298.46381,40.216812
4536,10034146,K04835.01,,FALSE POSITIVE,FALSE POSITIVE,0.93198504,1.19,2.0472,3.27E+02,17.72,0.0167,31.88,1647,3.6880953,9.760975,44.5,1147,1,5470,4.509,-0.58,0.777,0.71,299.52527,46.917549
4537,4175105,K04836.01,,FALSE POSITIVE,FALSE POSITIVE,0.60818508,1.835,0.909,1.45E+02,96.03,0.0137,26.59,2298,3.753863,10.347239,18.9,1756,0.9365,5981,4.372,-0.28,1.043,0.933,295.58548,39.299259
4538,5645170,K04837.01,,CANDIDATE,CANDIDATE,5.38613715,0.197,1.943,1.69E+02,0.86,0.0542,89.46,846,3.417419,7.783955,8.9,249,0.8159,5516,4.669,-0.84,0.656,0.74,298.12167,40.81358
4539,8216763,K04838.01,,CANDIDATE,CANDIDATE,13.2965044,0.902,5.68,1.33E+02,0.88,0.0948,83.76,488,3.089198,8.14256,9.1,98,0.1588,4352,4.671,-0.2,0.613,0.64,284.26859,44.19754
4540,9110610,K04839.01,,CANDIDATE,CANDIDATE,21.8420304,0.208,3.843,7.95E+01,2.01,0.1622,89.72,1016,2.6308048,7.763374,9.5,60,0.0904,6194,3.813,-0.38,2.241,1.189,298.40958,45.461639
4541,2437897,K04909.01,,FALSE POSITIVE,FALSE POSITIVE,1.65320144,0.148,1.525,1.32E+02,0.74,0.0237,88.98,1059,3.34722,8.309123,6.7,403,0.0981,4544,4.609,-0.22,0.661,0.647,290.26178,37.787189
4542,9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,3.37487541,0.389,3.085,5.38E+01,0.75,0.0451,87.14,1287,2.7520943,7.43796,8.3,199,0.1515,6181,4.464,-0.14,1.006,1.074,300.75897,45.71788
4543,5556726,K03223.01,,FALSE POSITIVE,FALSE POSITIVE,0.962825082,0.088,2.8464,1.18E+02,5.18,0.0216,88.11,3265,4.014326,16.20387,40.7,1400,0.8725,4898,3.212,0.07,4.928,1.443,297.62054,40.76302
4544,2554853,K04911.01,,FALSE POSITIVE,FALSE POSITIVE,309.494217,0.0542,13.716,2.92E+02,2.79,0.9402,89.95,399,,,14.5,,,6908,4.085,-0.56,1.614,1.155,286.0275,37.89447
4545,5208962,K04912.01,,CANDIDATE,CANDIDATE,0.876850385,0.049,1.534,5.92E+01,1.35,0.0197,89.36,2543,4.777057,7.9559364,9.7,1527,0.767,6102,4.069,0.16,1.756,1.32,297.19199,40.387951
4546,7889486,K03300.01,,FALSE POSITIVE,FALSE POSITIVE,24.2382519,0.82,2.703,4.66E+02,2.19,0.1642,88.88,597,4.5307674,10.754355,11.3,55,0.5002,5763,4.527,0.02,0.904,1.002,291.28296,43.608238
4547,7889486,K03300.02,,FALSE POSITIVE,FALSE POSITIVE,24.2416103,0.069,5.137,3.23E+02,1.61,0.1642,89.89,596,4.9185205,10.909596,10.8,52,0.154,5763,4.527,0.02,0.904,1.002,291.28296,43.608238
4548,4742188,K07703.01,,CANDIDATE,CANDIDATE,413.51856,0.019,10.395,3.91E+02,1.96,1.0911,90,254,4.852953,7.355533,7.9,3,0.9698,6031,4.45,-0.14,0.992,1.012,290.38721,39.829941
4549,8301878,K03301.01,,CANDIDATE,CANDIDATE,20.7106368,0.604,2.693,1.43E+02,1.12,0.1421,89.27,626,3.3415983,10.060664,11,62,0.309,5631,4.478,-0.12,0.901,0.89,292.62964,44.283119
4550,8233802,K03302.01,,FALSE POSITIVE,FALSE POSITIVE,69.3788597,0.539,3.807,5.30E+02,2.07,0.3241,89.74,421,6.1626925,15.726012,16.8,19,0.5109,5806,4.529,-0.18,0.874,0.943,291.97253,44.12999
4551,7510820,K03303.01,Kepler-1461 b,CONFIRMED,CANDIDATE,29.3493852,0.75,4.313,6.59E+02,2.02,0.1715,88.82,451,6.0701337,16.218212,20.3,47,0.0236,4987,4.613,-0.12,0.722,0.784,285.83047,43.198391
4552,10221505,K04768.01,,CANDIDATE,CANDIDATE,3.43633133,0.114,0.675,4.74E+02,1.44,0.0384,89.83,945,3.3430865,9.665986,14.5,310,0.63,5201,4.616,-0.84,0.651,0.638,296.78934,47.234531
4553,6116035,K04769.01,,FALSE POSITIVE,FALSE POSITIVE,449.57274,0.2059,9.328,2.21E+02,3.08,1.1848,89.95,333,,,14.1,,,5691,3.842,-0.22,2.079,1.096,289.43906,41.492977
4554,8958359,K04770.01,,FALSE POSITIVE,FALSE POSITIVE,245.059374,0.0927,9.549,1.65E+02,1.63,0.7065,89.95,356,,,15.1,,,6036,4.127,-0.86,1.265,0.781,293.81812,45.20153
4555,11658036,K04771.01,,CANDIDATE,CANDIDATE,142.703888,0.062,5.808,2.26E+02,1.95,0.5812,89.98,440,4.123125,8.557238,11,10,0.7611,6701,4.326,-0.02,1.289,1.292,289.68073,49.745831
4556,8397947,K04772.01,,CANDIDATE,CANDIDATE,3.38080537,0.067,3.275,2.01E+02,1.69,0.0461,89.52,1362,3.6493852,9.331642,11.6,339,0.4435,6072,4.343,0.14,1.193,1.146,301.57855,44.31218
4557,6665860,K04840.01,,CANDIDATE,CANDIDATE,10.4716194,0.184,4.512,1.24E+02,1.74,0.0966,89.4,1035,3.6310592,9.401849,11.7,128,0.3581,5812,4.083,0.14,1.574,1.095,282.09314,42.160271
4558,7983117,K03214.01,,CANDIDATE,CANDIDATE,11.49500229,0.911,7.602,5.14E+01,1.53,0.1038,79.67,1105,3.60716,15.809989,22.9,116,0.2312,6033,3.985,-0.1,1.788,1.127,298.67377,43.795479
4559,5480884,K04841.01,,FALSE POSITIVE,FALSE POSITIVE,0.708726708,0.28,0.753,3.14E+02,0.92,0.0125,87.73,1302,3.928798,8.082049,13.4,1836,0.9801,4607,4.733,-1.36,0.515,0.522,299.54672,40.681911
4560,12506417,K04842.01,,FALSE POSITIVE,FALSE POSITIVE,283.72675,0.3461,15.49,8.46E+01,1.18,0.8865,89.95,341,,,9.3,,,6496,4.301,-0.18,1.257,1.153,289.08319,51.47406
4561,10187563,K04843.01,,FALSE POSITIVE,FALSE POSITIVE,373.60683,0.588,8.752,5.35E+02,2.5,1.0494,89.88,271,5.2830915,7.33337,9.3,4,0.0618,6184,4.448,-0.06,1.038,1.1,281.86789,47.256649
4562,5769810,K04913.01,,CANDIDATE,CANDIDATE,6.78788113,0.022,2.26,7.31E+01,2.44,0.0835,89.95,1679,3.1363173,8.1110325,7.8,150,0.5493,6537,3.76,-0.02,2.829,1.677,283.6788,41.096882
4563,12071754,K04914.01,,CANDIDATE,CANDIDATE,5.47455167,0.931,3.71,7.32E+01,1.4,0.0603,78.05,1155,3.1401894,9.887408,10.8,249,0.0014,5611,4.19,0.14,1.312,0.972,296.40094,50.558338
4564,10384298,K03224.01,,CANDIDATE,CANDIDATE,3.43861067,0.629,1.264,4.68E+01,1.01,0.0435,87.79,1348,4.0261865,10.745015,9.5,389,0.4001,5383,4.112,0.16,1.401,0.926,281.32745,47.584869
4565,3109550,K03225.01,,CANDIDATE,CANDIDATE,4.8754765,0.084,1.902,3.96E+01,0.8,0.0546,89.75,1180,3.559047,9.534516,8.8,273,0.8788,5513,4.179,0.07,1.286,0.911,289.67175,38.297871
4566,5544450,K03226.01,,FALSE POSITIVE,FALSE POSITIVE,4.29388808,0.272,3.618,1.11E+02,1.68,0.0571,88.24,1532,3.3416967,14.449545,17.9,249,0.0871,6615,4.173,0.04,1.574,1.343,294.89734,40.798168
4567,9307105,K03304.01,,FALSE POSITIVE,FALSE POSITIVE,13.5437884,1.269,5.7076,6.61E+03,32.21,0.1066,82.33,658,48.654972,147.59172,114.4,102,0,5463,4.582,-0.14,0.794,0.883,300.49106,45.796909
4568,6880517,K03305.01,Kepler-1462 b,CONFIRMED,CANDIDATE,65.6491001,0.038,7.298,9.84E+02,2.52,0.3094,89.97,390,6.81546,15.467764,20.5,17,0.7666,5436,4.573,0,0.819,0.919,296.39752,42.396919
4569,6615511,K03306.01,Kepler-1463 b,CONFIRMED,CANDIDATE,25.1593389,0.035,5.198,3.58E+02,1.76,0.1694,89.95,619,4.934337,11.736576,13.1,47,0.3663,5973,4.506,-0.1,0.935,1.024,294.4873,42.00692
4570,6131130,K03307.01,,CANDIDATE,CANDIDATE,10.5071781,0.232,2.68,2.72E+02,1.41,0.0867,89.55,737,4.4377646,9.460531,11.1,121,0.6161,5290,4.46,-0.1,0.865,0.788,294.13626,41.456692
4571,3632089,K03308.01,Kepler-1464 b,CONFIRMED,CANDIDATE,31.7787564,0.29,8.093,2.62E+02,1.5,0.1803,89.43,564,5.4164734,18.454851,25.9,42,0.3361,5638,4.391,-0.42,0.928,0.773,287.23569,38.754162
4572,4742452,K07704.01,,CANDIDATE,CANDIDATE,5.4398033,0.136,3.256,8.55E+01,1,0.0634,89.39,1112,3.9783366,7.2301774,8.4,215,0.9722,6108,4.43,0.12,1.08,1.147,290.46088,39.837212
4573,9959494,K03205.01,,FALSE POSITIVE,FALSE POSITIVE,1.332568744,0.751,3.755,2.41E+01,0.58,0.0245,67.9,1941,4.1292524,19.896204,29.1,1007,0.5781,6620,4.411,-0.44,1.081,1.097,295.19992,46.814621
4574,8397947,K04772.02,,CANDIDATE,CANDIDATE,9.0194714,0.2805,5.92,1.92E+02,1.07,0.08,88.81,789,,,7.2,,,5775,4.59,-0.52,0.768,0.838,301.57855,44.31218
4575,7906892,K04773.01,,CANDIDATE,CANDIDATE,8.8493948,0.819,6.928,4.38E+01,0.82,0.0839,81.87,978,3.2225597,7.9267592,12.1,142,0.8318,6095,4.349,-0.16,1.11,1.004,296.8432,43.697441
4576,4277304,K04774.01,,CANDIDATE,CANDIDATE,51.567801,0.554,5.514,2.10E+02,1.3,0.254,89.48,433,4.375697,10.004025,13.5,22,0.3224,5285,4.467,0,0.876,0.821,295.12238,39.391033
4577,8626325,K04775.01,,CANDIDATE,CANDIDATE,16.4491515,0.866,6.696,7.09E+01,2.75,0.1437,84.91,1036,2.8845534,7.8027735,11,43,0.6764,5334,3.712,0.32,2.789,1.464,292.40323,44.782009
4578,3098605,K04844.01,,CANDIDATE,CANDIDATE,0.428046051,0.041,0.776,1.26E+02,0.87,0.0104,89.45,2017,3.7381697,7.8352084,14.1,1045,0.9129,5285,4.566,-0.18,0.775,0.805,286.14777,38.241798
4579,11456405,K04845.01,,FALSE POSITIVE,FALSE POSITIVE,0.814278961,0.451,2.087,7.20E+01,0.76,0.017,80.66,1762,4.610988,9.770187,13,1646,0.962,5537,4.539,0.18,0.886,0.989,292.50577,49.331959
